listing_id,last_review_date,number_of_reviews,reviews_per_month
9270122,2016-01-03,1,0.02
9271742,2019-07-04,122,2.76
9273161,2017-05-22,2,0.08
9275453,2016-01-03,2,0.05
9276587,2019-06-14,12,0.27
9276634,2015-11-28,1,0.02
9277581,2017-12-03,15,0.34
9277608,2019-06-05,130,3.11
9278192,2019-06-21,76,1.75
9278786,2015-12-13,2,0.05
9280902,2018-06-04,9,0.2
9281688,2018-12-26,23,0.57
9281747,2019-06-27,123,2.81
9282443,2019-04-23,9,0.21
9282987,2016-12-31,4,0.09
9283104,2017-08-19,54,1.22
9289159,2019-06-29,46,1.22
9291870,2016-06-04,3,0.07
9295059,2016-07-25,18,0.44
9296077,2016-10-13,9,0.2
9296598,2016-03-31,1,0.03
9297852,2017-11-26,7,0.16
9298825,2016-10-16,3,0.07
9298895,2018-01-05,6,0.18
9300556,2017-12-03,3,0.08
9300634,2016-02-22,2,0.05
9301647,2019-06-29,6,0.28
9301755,2015-12-03,1,0.02
9302921,2018-06-25,66,1.5
9308016,2015-12-27,1,0.02
9309192,2017-01-03,6,0.14
9310390,2019-06-23,110,2.47
9310959,2019-06-28,161,3.65
9311761,2016-09-24,2,0.05
9313758,2016-03-17,10,0.22
9314139,2016-01-01,1,0.02
9315567,2016-07-04,11,0.25
9315797,2016-07-01,1,0.03
9316528,2018-07-15,3,0.13
9319328,2016-11-15,8,0.19
9319688,2018-05-06,1,0.07
9324841,2018-07-31,10,0.23
9325951,2016-01-05,1,0.02
9325979,2019-06-23,119,2.72
9327458,2018-04-01,7,0.16
9328355,2019-06-22,11,0.26
9328578,2019-06-04,52,1.33
9329015,2019-05-14,33,0.76
9329090,2016-01-10,1,0.02
9331036,2017-01-02,3,0.07
9331114,2019-03-25,31,0.72
9331413,2017-05-02,4,0.09
9331520,2019-07-01,166,3.76
9331671,2019-06-17,14,1.86
9331683,2016-01-07,1,0.02
9332872,2019-06-18,178,4.47
9332926,2015-11-10,1,0.02
9333533,2016-03-20,4,0.09
9334086,2016-03-30,3,0.07
9334185,2019-06-23,59,1.45
9334228,2015-12-08,1,0.02
9334365,2015-11-23,1,0.02
9334840,2015-11-11,1,0.02
9339253,2018-10-28,7,0.19
9340975,2016-06-07,2,0.05
9341144,2018-07-22,3,0.16
9342019,2019-03-24,13,0.3
9343313,2018-05-18,13,0.32
9343350,2016-12-23,3,0.07
9343634,2019-06-20,7,0.22
9344858,2017-05-31,5,0.16
9345056,2018-08-20,28,1.36
9345523,2015-11-14,1,0.02
9347368,2017-08-18,5,0.12
9348111,2019-06-30,21,0.48
9348923,2017-10-13,24,0.56
9349010,2017-02-26,5,0.13
9349116,2016-01-01,1,0.02
9349221,2016-05-01,5,0.12
9349950,2017-06-15,12,0.28
9350295,2016-11-27,3,0.08
9350645,2016-03-23,3,0.07
9350729,2016-06-11,2,0.05
9351006,2019-06-21,75,1.73
9351013,2017-12-31,16,0.45
9351679,2019-01-04,4,0.09
9352565,2015-12-28,2,0.05
9355498,2019-06-25,76,1.78
9356909,2019-06-30,6,1.4
9359564,2019-06-24,25,0.58
9359933,2016-01-01,3,0.07
9360968,2017-11-06,22,0.5
9361107,2019-05-29,127,2.9
9361349,2017-09-07,6,0.14
9362344,2019-07-01,145,3.26
9362388,2019-04-27,7,0.16
9362527,2015-12-30,1,0.02
9364184,2018-08-19,11,0.31
9365126,2018-09-07,10,0.7
9365176,2017-05-24,10,0.23
9365502,2015-11-17,1,0.02
9366053,2019-01-02,6,0.32
9366256,2019-06-02,14,0.33
9366707,2019-06-23,24,1.69
9366904,2019-06-04,9,1.41
9367337,2019-05-21,30,0.69
9368754,2016-05-19,2,0.05
9369426,2017-07-20,2,0.07
9369514,2018-05-08,5,0.12
9370370,2017-09-23,32,0.72
9370538,2015-11-28,1,0.02
9370896,2018-08-20,12,0.31
9371009,2016-08-16,4,0.09
9371171,2019-06-28,79,1.82
9373167,2018-04-26,2,0.06
9374263,2019-07-03,68,1.66
9377185,2016-08-08,1,0.03
9379983,2015-12-06,1,0.02
9380474,2017-07-18,4,0.11
9381315,2016-01-09,1,0.02
9381657,2019-05-18,47,1.1
9382195,2017-08-31,7,0.16
9382719,2018-05-20,23,0.52
9383071,2018-10-08,6,0.14
9383406,2019-06-17,49,1.11
9384723,2016-05-24,5,0.12
9384981,2019-06-28,100,2.34
9385790,2019-06-07,14,0.49
9386923,2019-06-30,48,1.11
9387120,2015-12-01,1,0.02
9387436,2019-01-01,16,0.41
9387914,2016-01-03,1,0.02
9390729,2019-07-06,74,1.67
9391430,2016-02-03,6,0.14
9391509,2019-06-27,201,4.7
9391541,2018-08-31,1,0.1
9392042,2016-08-28,1,0.03
9393127,2019-06-30,52,1.2
9393134,2017-05-29,4,0.11
9393343,2016-02-22,2,0.05
9393674,2018-09-29,125,2.83
9394188,2019-01-02,2,0.05
9394266,2019-06-17,151,3.46
9394419,2017-07-23,7,0.16
9395128,2019-06-15,21,0.48
9396442,2017-12-08,11,0.25
9401453,2015-11-21,1,0.02
9401508,2019-01-14,34,0.77
9401880,2018-02-14,2,0.05
9402784,2019-06-03,3,0.25
9404068,2019-06-24,7,0.18
9404707,2018-12-28,10,0.23
9404709,2018-07-01,6,0.17
9404985,2019-07-05,143,3.29
9405124,2016-01-05,1,0.02
9405466,2015-12-14,1,0.02
9405895,2019-04-20,16,0.42
9407719,2019-06-04,9,0.23
9408123,2016-10-29,13,0.3
9408218,2019-06-15,166,3.78
9409457,2019-06-17,127,2.92
9409873,2019-07-01,18,1.9
9410042,2019-06-23,22,0.55
9410527,2016-01-03,3,0.07
9410580,2019-04-21,136,3.07
9411914,2016-01-03,2,0.05
9412522,2019-04-26,8,0.22
9412636,2016-05-30,1,0.03
9413287,2015-12-01,1,0.02
9413809,2018-11-25,37,0.84
9414019,2017-01-02,19,0.45
9414317,2019-06-09,67,1.52
9414496,2015-11-27,1,0.02
9414521,2017-01-01,3,0.07
9415026,2015-12-14,1,0.02
9415109,2017-01-02,18,0.44
9415685,2018-04-29,14,0.33
9415828,2016-10-24,3,0.08
9416007,2019-06-13,46,1.05
9416198,2019-06-27,156,3.58
9420768,2018-01-03,17,0.4
9422196,2016-06-13,1,0.03
9422573,2019-05-31,83,1.9
9423397,2019-05-26,89,2.02
9425220,2016-01-03,2,0.05
9425357,2019-06-10,3,0.48
9425524,2016-10-02,1,0.03
9426526,2018-11-14,1,0.13
9427331,2016-07-01,4,0.09
9427868,2019-05-31,20,0.85
9429015,2016-06-26,4,0.09
9431085,2019-06-21,128,2.89
9433088,2019-07-01,102,2.48
9434105,2019-06-20,125,2.87
9434464,2019-06-21,94,2.2
9434495,2019-05-23,62,1.45
9434513,2019-06-09,140,3.2
9434801,2017-08-03,12,0.27
9435428,2016-01-02,1,0.02
9435503,2019-05-10,62,1.73
9435931,2019-06-29,77,1.89
9436038,2018-06-30,3,0.07
9436311,2019-06-22,177,4.16
9437574,2018-01-01,30,0.8
9443911,2019-06-23,84,2.03
9444997,2016-08-22,2,0.05
9445342,2019-03-31,10,0.24
9445501,2018-06-16,5,0.12
9445593,2019-06-22,117,2.88
9445789,2019-01-27,5,0.12
9447274,2016-01-03,2,0.05
9450180,2019-05-18,13,0.58
9451126,2019-05-26,128,2.89
9451334,2016-01-10,2,0.05
9451492,2019-07-05,148,3.69
9451597,2019-06-24,213,4.9
9451784,2016-09-05,4,0.09
9452124,2019-06-21,152,3.43
9452237,2019-06-03,38,0.87
9452728,2019-06-23,95,2.22
9452887,2019-06-17,70,1.59
9453653,2019-06-23,119,2.71
9457270,2019-07-06,81,1.91
9457285,2019-06-26,151,3.58
9458150,2016-08-23,1,0.03
9458704,2019-06-30,64,1.68
9459037,2019-06-27,74,1.69
9459232,2015-12-21,1,0.02
9461236,2019-04-30,18,0.43
9461669,2019-04-04,14,0.33
9461803,2019-06-06,49,1.44
9461851,2019-06-15,51,1.21
9462694,2015-12-06,1,0.02
9463039,2019-05-05,6,0.17
9464046,2016-04-28,3,0.07
9464137,2016-09-05,15,0.35
9464318,2018-10-09,11,0.28
9464543,2015-12-14,1,0.02
9464605,2019-07-05,21,0.47
9464835,2018-04-22,21,0.48
9469009,2017-06-25,11,0.27
9470528,2019-06-25,132,3.0
9470554,2019-07-03,99,2.32
9470677,2019-06-23,116,2.63
9471893,2016-01-02,1,0.02
9471997,2016-03-08,1,0.02
9473492,2015-12-27,1,0.02
9473646,2016-11-03,11,0.27
9473837,2016-01-02,1,0.02
9473889,2019-06-02,9,0.21
9475052,2019-06-18,180,4.09
9475494,2015-12-27,1,0.02
9476198,2019-07-07,51,4.77
9476397,2019-02-04,49,1.13
9476449,2016-08-28,2,0.05
9476774,2017-03-08,2,0.06
9476831,2016-01-02,1,0.02
9476850,2019-04-16,39,0.89
9477096,2015-12-21,1,0.02
9477359,2016-01-03,1,0.02
9477489,2019-06-24,106,2.48
9477988,2016-10-10,11,0.25
9478196,2016-07-20,4,0.11
9478370,2018-07-02,6,0.18
9479084,2017-01-02,3,0.08
9479348,2019-04-30,16,0.37
9484346,2016-01-03,3,0.07
9484892,2016-01-01,2,0.05
9485047,2019-02-14,130,3.04
9485606,2019-06-16,76,1.78
9486111,2019-06-23,95,2.51
9486229,2019-05-15,47,1.06
9486961,2018-01-01,3,0.07
9487497,2019-06-19,37,0.87
9487684,2016-06-06,2,0.05
9488285,2019-06-16,21,0.53
9488756,2015-12-07,2,0.05
9488878,2019-06-20,114,2.62
9489073,2019-06-28,13,0.3
9490959,2019-06-14,59,1.38
9491126,2015-12-02,1,0.02
9491448,2017-05-18,5,0.12
9492750,2019-07-05,102,2.33
9493324,2015-11-23,1,0.02
9494304,2018-09-26,5,0.12
9495238,2017-01-05,2,0.05
9496094,2016-09-14,2,0.05
9496176,2019-06-24,15,0.35
9496213,2015-11-23,2,0.05
9496372,2016-01-03,1,0.02
9502150,2019-06-02,42,0.97
9505047,2019-05-04,11,0.25
9505268,2016-01-05,1,0.02
9505449,2017-05-08,4,0.11
9505990,2016-07-25,1,0.03
9506014,2019-04-22,7,0.16
9507100,2017-10-20,4,0.14
9507112,2018-10-22,7,0.19
9507521,2016-01-01,2,0.05
9509148,2019-04-19,116,2.74
9509218,2019-06-23,54,1.24
9509369,2016-06-20,4,0.09
9510158,2019-05-31,49,1.15
9510385,2019-05-22,26,0.75
9511490,2017-06-02,6,0.14
9511685,2016-01-06,1,0.02
9512372,2019-06-16,10,0.23
9513152,2015-12-28,1,0.02
9513278,2016-05-26,2,0.05
9513511,2019-06-26,9,0.25
9513743,2019-06-14,5,0.12
9514193,2018-08-19,36,0.84
9514772,2017-06-20,2,0.05
9515733,2018-04-01,8,0.35
9516142,2019-06-16,87,1.99
9517488,2018-05-21,1,0.07
9519514,2019-01-04,1,0.16
9521704,2016-01-02,3,0.07
9522763,2019-06-23,45,1.08
9523488,2017-01-01,4,0.11
9523761,2015-12-21,2,0.05
9524033,2016-07-04,6,0.14
9525241,2017-05-18,8,0.18
9525335,2015-12-25,2,0.05
9525490,2016-01-03,2,0.05
9525925,2019-05-16,78,1.83
9527309,2018-11-07,30,0.68
9528920,2016-01-01,6,0.14
9529332,2019-06-20,104,2.52
9529493,2019-07-01,20,0.46
9529607,2019-04-02,3,0.9
9529662,2019-06-23,80,1.83
9530293,2019-03-07,70,1.61
9530381,2019-06-12,155,3.55
9530515,2019-06-30,169,3.87
9531148,2016-01-09,1,0.02
9531437,2019-05-10,2,0.25
9533058,2017-04-10,1,0.04
9538618,2017-03-07,4,0.13
9540193,2019-05-25,28,0.65
9540414,2019-06-19,46,1.06
9541320,2019-01-04,2,0.05
9541753,2016-06-22,1,0.03
9541921,2016-09-15,1,0.03
9542259,2019-06-23,95,2.19
9542827,2016-01-01,2,0.05
9543637,2019-02-16,31,0.73
9543678,2018-10-10,4,0.1
9544242,2019-05-27,39,1.14
9544410,2019-06-28,88,2.01
9544914,2017-07-31,100,2.28
9545059,2015-12-03,1,0.02
9545498,2015-11-29,1,0.02
9546039,2019-06-11,102,2.46
9546994,2019-01-07,10,0.41
9547361,2019-04-29,11,0.3
9547920,2016-01-05,1,0.02
9548422,2016-05-04,2,0.05
9549544,2016-12-30,2,0.05
9549937,2016-12-10,1,0.03
9550171,2017-05-21,14,0.41
9550485,2016-03-05,2,0.05
9550620,2019-04-20,72,1.68
9550714,2016-10-10,1,0.03
9550807,2016-01-01,1,0.02
9550884,2018-11-04,4,0.09
9551417,2019-06-09,31,0.7
9555648,2019-06-11,126,3.2
9556028,2018-12-28,4,0.22
9556983,2019-06-09,18,0.51
9558052,2016-01-10,1,0.02
9559239,2016-01-03,1,0.02
9559335,2019-06-22,176,4.02
9560034,2016-06-06,1,0.03
9561251,2015-12-13,1,0.02
9562515,2018-05-07,10,0.23
9562872,2019-07-01,88,2.49
9563266,2019-06-15,60,1.36
9563436,2016-06-04,4,0.09
9563868,2019-06-26,180,4.13
9563873,2019-07-07,42,0.98
9564986,2018-11-24,42,1.33
9571665,2019-06-09,17,0.49
9572219,2019-05-13,12,0.28
9572448,2015-12-10,1,0.02
9573876,2016-01-02,1,0.02
9574823,2019-06-13,39,0.94
9574936,2017-04-04,18,0.41
9574953,2019-01-02,3,0.08
9575089,2019-05-05,35,0.9
9575562,2019-07-07,43,1.03
9575567,2019-06-30,5,0.24
9575903,2018-05-19,6,0.14
9575930,2019-06-14,17,0.39
9576230,2016-02-15,1,0.02
9576278,2019-06-03,113,2.89
9576478,2019-06-11,69,1.61
9576812,2019-06-27,57,1.32
9577006,2018-02-19,33,0.75
9577296,2019-06-21,185,4.24
9577748,2016-01-17,1,0.02
9577777,2019-07-04,79,1.9
9577968,2019-06-24,117,2.82
9578181,2018-05-20,2,0.05
9578325,2019-06-22,120,2.73
9578639,2019-05-05,10,0.26
9578683,2018-03-19,120,2.74
9579542,2019-06-23,27,0.63
9585027,2015-12-05,2,0.05
9585339,2016-04-18,5,0.12
9586258,2016-01-02,2,0.05
9587933,2019-05-19,8,0.39
9588828,2015-12-29,1,0.02
9589030,2016-08-20,6,0.14
9589086,2016-08-22,4,0.09
9589179,2015-12-30,1,0.02
9590519,2019-06-25,142,3.52
9591852,2019-04-27,12,0.28
9591913,2019-02-03,9,0.21
9592781,2019-06-17,19,0.44
9594892,2016-01-05,2,0.05
9594995,2019-06-21,287,6.57
9595863,2015-12-23,1,0.02
9596551,2016-01-01,1,0.02
9596608,2019-04-21,17,0.55
9596708,2019-06-20,93,2.14
9596854,2018-12-30,21,0.56
9597031,2018-08-27,27,0.63
9597111,2018-10-02,5,0.11
9597258,2019-05-31,17,0.4
9597325,2019-06-19,54,1.26
9597627,2019-06-30,118,2.74
9602518,2019-05-21,64,1.54
9603611,2017-12-10,9,0.27
9603803,2019-04-08,5,0.12
9605039,2016-01-01,1,0.02
9607482,2016-01-27,7,0.16
9607855,2017-10-30,61,1.4
9607952,2016-07-23,5,0.13
9607995,2017-02-22,4,0.09
9609049,2019-05-26,25,0.58
9609246,2015-12-31,1,0.02
9609762,2016-12-31,9,0.21
9609800,2018-09-17,2,0.05
9609825,2017-09-15,15,0.38
9610704,2016-01-05,1,0.02
9610982,2016-05-11,4,0.09
9611372,2016-09-05,5,0.12
9611586,2019-06-23,107,2.98
9612260,2016-07-02,1,0.03
9612938,2019-07-01,10,0.7
9613369,2015-12-22,1,0.02
9613465,2019-06-30,113,2.58
9613626,2016-01-02,2,0.05
9614378,2019-06-21,76,1.79
9614552,2016-04-18,4,0.09
9614785,2019-06-22,138,3.14
9614969,2019-01-02,10,0.23
9615209,2016-08-13,1,0.03
9615485,2017-03-25,5,0.14
9615727,2016-01-06,1,0.02
9615815,2017-07-08,1,0.04
9616453,2016-01-06,1,0.02
9616729,2015-12-30,1,0.02
9617219,2019-06-23,70,1.6
9618477,2015-12-14,2,0.05
9618986,2019-06-23,96,2.5
9619848,2019-05-02,5,0.12
9623722,2019-07-02,38,0.94
9625826,2016-01-12,1,0.02
9627513,2016-08-22,8,0.19
9628471,2018-01-02,1,0.05
9630295,2018-08-02,34,0.79
9630342,2019-06-23,19,0.44
9631380,2018-10-31,1,0.12
9633323,2019-06-30,39,0.89
9633740,2017-01-04,2,0.05
9633920,2019-05-27,18,0.42
9634829,2016-05-21,3,0.07
9634880,2018-09-16,15,0.35
9635223,2016-01-02,1,0.02
9635607,2019-06-23,172,4.01
9635880,2018-03-31,5,0.12
9635981,2019-05-14,22,0.51
9637937,2019-06-29,85,2.23
9644430,2016-01-09,1,0.02
9644961,2016-01-26,3,0.07
9645073,2019-06-20,145,3.31
9645338,2017-08-04,5,0.12
9645934,2019-01-15,11,0.31
9647450,2015-12-09,2,0.05
9649558,2019-06-15,179,4.18
9652365,2019-05-19,24,0.56
9652413,2015-12-26,1,0.02
9652438,2018-07-09,5,0.14
9652591,2019-06-30,53,1.33
9652949,2019-06-17,150,3.75
9654190,2015-12-26,2,0.05
9660635,2019-03-25,8,0.19
9660751,2017-01-01,8,0.19
9662070,2016-07-24,2,0.06
9663062,2018-11-07,3,0.08
9664497,2017-04-14,6,0.14
9668485,2019-06-10,123,3.07
9669305,2016-01-01,3,0.07
9670233,2019-07-01,141,3.29
9674142,2019-07-02,156,3.59
9674453,2019-01-02,8,0.19
9674869,2019-06-16,14,0.32
9675064,2019-06-08,214,4.89
9675609,2017-11-06,9,0.41
9676482,2019-07-02,42,0.98
9676890,2016-04-02,1,0.03
9677744,2018-04-16,63,1.56
9677912,2019-06-30,26,0.61
9678112,2018-07-21,4,0.16
9678327,2017-08-28,8,0.19
9678488,2017-04-16,5,0.12
9679058,2017-12-10,28,0.65
9679278,2016-01-05,1,0.02
9679289,2016-01-05,1,0.02
9679310,2015-12-13,1,0.02
9679337,2017-05-22,11,0.26
9682617,2017-04-24,13,0.3
9682862,2016-03-28,1,0.03
9682898,2017-01-01,1,0.03
9684503,2017-10-07,6,0.14
9684998,2019-03-08,13,0.3
9685104,2018-12-29,32,0.9
9685865,2019-07-03,47,1.09
9686167,2016-04-02,7,0.16
9689359,2019-06-29,52,1.2
9689477,2017-08-02,6,0.14
9690687,2019-04-10,1,0.33
9691204,2015-12-31,1,0.02
9692074,2016-01-18,1,0.02
9692205,2017-03-10,2,0.05
9692740,2015-12-04,2,0.05
9693080,2016-08-11,2,0.05
9694297,2017-08-21,5,0.12
9694633,2019-01-01,4,0.09
9695052,2019-07-02,112,2.6
9695552,2017-01-04,4,0.09
9696139,2017-09-07,9,0.27
9696307,2016-02-14,1,0.02
9696357,2019-06-19,136,3.12
9696653,2019-02-25,111,2.57
9697749,2016-01-06,1,0.02
9698613,2016-01-05,2,0.05
9698691,2016-01-31,2,0.05
9698905,2017-04-23,2,0.06
9698992,2019-06-14,24,0.55
9699559,2016-01-02,2,0.05
9703075,2019-05-24,38,0.94
9705782,2017-07-04,24,0.56
9705958,2016-01-13,4,0.09
9706724,2017-01-01,5,0.12
9707498,2019-06-27,152,3.6
9707531,2016-03-20,2,0.05
9707671,2019-07-01,10,0.23
9707735,2019-05-12,11,0.36
9708577,2019-06-30,51,2.06
9709428,2016-06-13,2,0.05
9710169,2017-05-14,1,0.04
9710184,2017-01-08,1,0.03
9710620,2017-01-22,2,0.05
9711313,2019-06-24,129,3.2
9712126,2019-06-24,103,2.46
9712682,2019-06-21,115,2.66
9712829,2019-05-05,3,0.42
9713045,2019-06-18,148,3.47
9713048,2016-06-10,2,0.05
9713116,2016-08-01,1,0.03
9713594,2017-09-09,9,0.21
9713626,2017-01-01,6,0.14
9713934,2017-05-29,5,0.13
9713997,2019-05-22,16,0.83
9714004,2017-09-08,18,0.46
9714870,2017-11-25,4,0.12
9715973,2015-12-27,1,0.02
9716234,2019-07-08,104,2.45
9716437,2019-06-21,19,0.43
9720768,2019-06-22,141,3.29
9720809,2019-06-22,2,2.0
9725232,2019-06-24,155,3.54
9725508,2019-05-10,10,0.27
9726043,2019-07-05,5,0.12
9726143,2016-01-05,1,0.02
9727332,2015-12-23,1,0.02
9728168,2015-12-15,4,0.09
9728203,2016-01-02,1,0.02
9730117,2018-10-29,11,0.32
9730432,2019-07-01,74,1.72
9730784,2018-05-15,5,0.12
9731134,2019-06-01,33,0.81
9731178,2016-06-27,2,0.05
9731739,2016-10-23,30,0.68
9732432,2016-01-14,1,0.02
9732612,2015-12-24,1,0.02
9732834,2018-07-14,2,0.05
9733227,2018-04-30,4,0.1
9733280,2018-04-03,13,0.33
9733741,2019-06-03,130,2.98
9734068,2019-06-23,198,4.58
9735503,2016-08-06,2,0.05
9735931,2019-05-12,11,0.26
9735957,2019-06-04,23,0.64
9736123,2018-10-15,15,0.35
9736227,2017-01-02,4,0.09
9737064,2019-06-03,3,0.08
9737153,2018-01-01,5,0.12
9737362,2016-07-30,3,0.08
9737840,2019-06-26,268,6.12
9738193,2018-01-02,5,0.12
9740010,2019-05-26,208,4.8
9740150,2019-01-04,19,0.44
9740264,2016-06-14,19,0.44
9745297,2015-12-17,1,0.02
9745484,2018-07-22,20,0.52
9746604,2019-06-20,118,2.74
9747647,2015-12-15,1,0.02
9747682,2019-06-30,6,2.77
9748012,2016-01-05,1,0.02
9748877,2019-06-19,49,1.52
9750139,2019-06-06,75,1.84
9750308,2019-04-27,18,0.42
9751043,2019-06-17,142,3.38
9752005,2019-06-27,103,2.4
9753018,2017-01-03,8,0.19
9753240,2018-11-26,10,0.23
9753443,2017-01-02,3,0.1
9754436,2019-04-07,24,0.56
9754751,2017-08-10,2,0.09
9754968,2018-10-08,13,0.32
9755074,2016-06-27,5,0.12
9755384,2015-12-28,1,0.02
9755785,2016-01-05,1,0.02
9756258,2016-01-08,2,0.05
9757018,2016-01-01,2,0.05
9757167,2016-07-31,1,0.03
9757351,2016-08-27,1,0.03
9757875,2018-10-25,8,0.18
9758041,2019-07-01,52,1.2
9758378,2019-05-11,13,0.34
9759444,2017-01-04,6,0.14
9759525,2016-04-20,3,0.08
9759592,2019-05-19,54,1.26
9759704,2016-01-05,2,0.05
9759957,2016-06-10,2,0.05
9765011,2018-01-05,6,0.17
9765276,2018-07-27,13,0.3
9765762,2016-01-05,1,0.02
9765897,2017-09-05,2,0.06
9766228,2016-01-03,1,0.02
9767424,2019-07-07,67,1.57
9767864,2019-07-01,157,3.67
9768199,2019-05-14,6,0.14
9768360,2016-12-29,7,0.16
9768492,2018-01-02,1,0.05
9768765,2016-01-29,1,0.02
9769423,2018-01-02,70,1.63
9769817,2017-01-02,13,0.31
9770041,2019-01-01,2,0.19
9770249,2019-06-19,97,2.22
9770459,2019-06-30,18,0.5
9771893,2017-08-31,1,0.04
9772152,2019-06-19,48,1.19
9772486,2016-10-10,1,0.03
9772539,2016-01-19,1,0.02
9775055,2016-01-01,1,0.02
9775146,2019-05-09,12,0.31
9775237,2018-05-21,7,0.16
9775296,2016-01-03,5,0.12
9776054,2016-06-12,33,0.76
9777387,2019-06-23,134,3.08
9777504,2019-06-27,74,1.73
9778049,2019-04-07,30,0.8
9778579,2016-06-22,2,0.05
9778583,2016-01-03,1,0.02
9778855,2016-10-13,24,0.57
9778978,2016-05-22,1,0.03
9779136,2016-01-06,1,0.02
9779960,2017-10-08,17,0.4
9785516,2018-12-30,23,0.54
9785847,2015-12-31,1,0.02
9786021,2016-01-01,1,0.02
9786182,2018-08-19,42,1.0
9786398,2019-06-16,90,2.08
9786543,2019-05-16,14,0.38
9787107,2019-04-21,17,0.45
9787634,2017-08-21,3,0.07
9788114,2019-06-29,132,3.11
9788141,2015-12-03,1,0.02
9789339,2018-12-26,8,0.19
9789350,2018-01-25,26,0.6
9790462,2016-05-02,2,0.05
9790748,2019-03-30,1,0.3
9790995,2016-04-18,3,0.08
9792286,2019-07-07,187,4.31
9792323,2019-04-19,3,0.09
9792367,2017-12-18,3,0.1
9792720,2015-12-24,1,0.02
9793465,2016-04-13,1,0.03
9793542,2019-04-28,16,0.4
9794364,2019-03-19,42,1.02
9794402,2015-12-28,1,0.02
9795890,2015-12-27,1,0.02
9796737,2017-06-12,2,0.05
9798242,2019-06-15,51,1.19
9804243,2018-08-17,4,0.13
9804299,2016-01-05,1,0.02
9804368,2019-06-19,100,2.37
9804516,2016-08-22,3,0.08
9805128,2016-09-01,2,0.05
9805274,2017-12-26,4,0.12
9806373,2019-06-23,131,3.06
9806634,2019-06-24,3,0.08
9807758,2017-05-31,2,0.05
9808151,2016-04-28,1,0.03
9808637,2016-09-03,3,0.07
9808859,2016-11-30,1,0.03
9809458,2018-12-02,6,0.32
9809784,2016-01-02,1,0.02
9809911,2019-06-24,24,0.56
9810271,2019-05-31,100,2.31
9810696,2019-06-24,137,3.14
9811274,2016-06-28,2,0.05
9818465,2019-01-01,5,0.16
9819018,2016-01-14,2,0.05
9819545,2019-01-02,2,0.21
9819589,2018-05-27,4,0.17
9820053,2016-01-06,1,0.02
9820308,2016-01-18,1,0.02
9820533,2016-10-15,5,0.12
9820968,2016-01-02,1,0.02
9821370,2018-11-04,28,0.72
9821408,2019-04-22,4,0.17
9822635,2016-09-19,6,0.14
9822738,2016-01-03,1,0.02
9822983,2015-12-23,1,0.02
9823085,2019-05-04,10,0.49
9823636,2015-12-19,1,0.02
9824042,2019-04-15,107,2.5
9824463,2019-06-24,216,5.0
9824613,2016-09-05,4,0.11
9824807,2017-08-14,18,0.42
9826062,2019-07-03,59,1.54
9826081,2017-01-25,3,0.07
9826494,2016-09-01,1,0.03
9826628,2019-06-27,113,2.66
9826822,2018-01-01,5,0.12
9827941,2019-06-27,77,2.04
9828004,2019-07-07,62,1.65
9832827,2019-06-28,70,1.81
9833212,2016-04-29,7,0.16
9833953,2017-06-04,17,0.46
9835950,2017-04-15,7,0.16
9836940,2019-07-06,36,4.37
9836960,2017-06-11,3,0.11
9837205,2019-04-09,9,0.23
9837588,2019-06-19,13,0.3
9838053,2019-01-14,2,0.28
9838832,2017-09-09,21,0.49
9838920,2015-12-31,1,0.02
9839017,2019-06-30,24,0.58
9839378,2018-11-22,7,0.19
9839906,2016-10-01,9,0.22
9840355,2016-07-06,1,0.03
9841191,2017-04-30,5,0.12
9841695,2019-01-01,35,0.81
9842117,2019-07-01,52,1.29
9842492,2019-06-24,55,1.37
9843634,2016-10-11,2,0.06
9843884,2018-11-03,16,0.37
9843892,2019-06-20,23,0.54
9843956,2016-07-24,4,0.09
9844047,2015-12-30,1,0.02
9844482,2016-08-24,10,0.24
9844509,2016-01-02,1,0.02
9844805,2017-05-05,1,0.04
9845284,2017-01-04,1,0.03
9845314,2017-06-05,5,0.12
9846114,2019-05-25,36,0.84
9846616,2016-01-01,1,0.02
9847917,2016-01-05,1,0.02
9851704,2016-12-31,9,0.21
9853674,2019-05-31,6,0.16
9853919,2018-10-28,40,0.94
9854420,2017-04-24,20,0.48
9855876,2017-01-22,3,0.07
9856683,2018-06-21,4,0.09
9856995,2019-07-05,63,1.46
9857249,2017-06-20,6,0.16
9857658,2016-05-16,3,0.07
9857967,2019-05-26,37,0.95
9858259,2019-07-03,92,2.19
9858642,2016-01-20,1,0.02
9859181,2019-07-05,117,2.88
9859888,2015-12-30,3,0.07
9860571,2016-08-21,13,0.3
9861196,2018-04-28,1,0.07
9861323,2019-06-24,71,2.12
9861747,2019-06-20,55,2.95
9861797,2016-09-21,2,0.05
9862199,2016-01-01,1,0.02
9862872,2015-12-30,1,0.02
9862913,2016-01-27,1,0.02
9863626,2017-07-24,4,0.1
9864137,2018-11-01,4,0.09
9864926,2016-06-06,1,0.03
9865262,2015-12-13,1,0.02
9865344,2016-07-02,2,0.05
9865506,2016-03-27,2,0.05
9865901,2017-06-08,5,0.19
9866039,2018-04-10,8,0.19
9866779,2016-01-02,1,0.02
9867629,2019-04-28,17,0.44
9872904,2015-12-12,1,0.02
9874418,2016-01-05,1,0.02
9874710,2017-05-17,1,0.04
9875791,2019-06-29,4,0.15
